f213d2abc607b89cb37ff20682d9747f
2018-10-02 08:03:13.0,104.07438,30.65476
2018-10-02 08:03:14.0,104.07437,30.65475
2018-10-02 08:03:17.0,104.07438,30.65471
2018-10-02 08:03:20.0,104.07438,30.6547
2018-10-02 08:03:23.0,104.07438,30.65468
2018-10-02 08:03:26.0,104.07436,30.65466
2018-10-02 08:03:29.0,104.07434,30.65465
2018-10-02 08:03:32.0,104.07431,30.65464
2018-10-02 08:03:35.0,104.0743,30.65464
2018-10-02 08:03:38.0,104.07428,30.65462
2018-10-02 08:03:41.0,104.07426,30.65462
2018-10-02 08:03:44.0,104.07426,30.65462
2018-10-02 08:03:47.0,104.07424,30.65461
2018-10-02 08:03:50.0,104.07421,30.6546
2018-10-02 08:03:53.0,104.07419,30.65457
2018-10-02 08:03:56.0,104.07419,30.65457
2018-10-02 08:03:59.0,104.07415,30.65456
2018-10-02 08:04:02.0,104.07402,30.65459
2018-10-02 08:04:05.0,104.07384,30.65468
2018-10-02 08:04:08.0,104.07362,30.65479
2018-10-02 08:04:11.0,104.07336,30.65493
2018-10-02 08:04:14.0,104.07306,30.65507
2018-10-02 08:04:17.0,104.07284,30.65517
2018-10-02 08:04:20.0,104.0728,30.65516
2018-10-02 08:04:23.0,104.07281,30.65515
2018-10-02 08:04:26.0,104.07281,30.65514
2018-10-02 08:04:29.0,104.07282,30.65512
2018-10-02 08:04:32.0,104.07282,30.65512
2018-10-02 08:04:35.0,104.07282,30.65512
2018-10-02 08:04:38.0,104.07282,30.65512
2018-10-02 08:04:41.0,104.07282,30.65512
2018-10-02 08:04:44.0,104.07282,30.65512
2018-10-02 08:04:47.0,104.07282,30.65512
2018-10-02 08:04:50.0,104.07282,30.65512
2018-10-02 08:04:53.0,104.07282,30.65512
2018-10-02 08:04:56.0,104.07282,30.65512
2018-10-02 08:04:59.0,104.07278,30.65512
2018-10-02 08:05:02.0,104.07275,30.65513
2018-10-02 08:05:05.0,104.07275,30.65513
2018-10-02 08:05:08.0,104.07274,30.65513
2018-10-02 08:05:11.0,104.07273,30.65513
2018-10-02 08:05:14.0,104.07273,30.65513
2018-10-02 08:05:17.0,104.07273,30.65513
2018-10-02 08:05:20.0,104.07273,30.65513
2018-10-02 08:05:23.0,104.07273,30.65513
2018-10-02 08:05:26.0,104.07273,30.65513
2018-10-02 08:05:29.0,104.07273,30.65513
2018-10-02 08:05:32.0,104.0727,30.65514
2018-10-02 08:05:35.0,104.07264,30.65518
2018-10-02 08:05:38.0,104.07251,30.65523
2018-10-02 08:05:41.0,104.07238,30.65529
2018-10-02 08:05:44.0,104.07225,30.65539
2018-10-02 08:05:47.0,104.0721,30.6555
2018-10-02 08:05:50.0,104.07193,30.65556
2018-10-02 08:05:53.0,104.07179,30.65561
2018-10-02 08:05:56.0,104.07172,30.65565
2018-10-02 08:05:59.0,104.07166,30.65567
2018-10-02 08:06:02.0,104.0716,30.6557
2018-10-02 08:06:05.0,104.07153,30.65573
2018-10-02 08:06:08.0,104.07144,30.65578
2018-10-02 08:06:11.0,104.07128,30.65585
2018-10-02 08:06:14.0,104.07119,30.65594
2018-10-02 08:06:17.0,104.07118,30.65599
2018-10-02 08:06:20.0,104.07114,30.65603
2018-10-02 08:06:23.0,104.07114,30.65612
2018-10-02 08:06:26.0,104.07113,30.65624
2018-10-02 08:06:29.0,104.07111,30.65642
2018-10-02 08:06:32.0,104.0711,30.65665
2018-10-02 08:06:35.0,104.07107,30.65687
2018-10-02 08:06:38.0,104.07106,30.65703
2018-10-02 08:06:41.0,104.07107,30.65709
2018-10-02 08:06:44.0,104.07107,30.65711
2018-10-02 08:06:47.0,104.07107,30.65712
2018-10-02 08:06:50.0,104.07105,30.65713
2018-10-02 08:06:53.0,104.07105,30.65713
2018-10-02 08:06:56.0,104.07105,30.65712
2018-10-02 08:06:59.0,104.07106,30.65712
2018-10-02 08:07:02.0,104.07107,30.65712
2018-10-02 08:07:05.0,104.07106,30.65712
2018-10-02 08:07:08.0,104.07105,30.65713
2018-10-02 08:07:11.0,104.07106,30.65715
2018-10-02 08:07:14.0,104.07106,30.65723
2018-10-02 08:07:17.0,104.07104,30.65737
2018-10-02 08:07:20.0,104.07104,30.65741
2018-10-02 08:07:23.0,104.07104,30.65739
2018-10-02 08:07:27.0,104.07104,30.65739
2018-10-02 08:07:29.0,104.07105,30.65739
2018-10-02 08:07:32.0,104.07105,30.65739
2018-10-02 08:07:35.0,104.07105,30.65738
2018-10-02 08:07:38.0,104.07105,30.65738
2018-10-02 08:07:41.0,104.07105,30.65738
2018-10-02 08:07:44.0,104.07105,30.65738
2018-10-02 08:07:47.0,104.07105,30.65742
2018-10-02 08:07:50.0,104.07104,30.65756
2018-10-02 08:07:53.0,104.07101,30.65778
2018-10-02 08:07:56.0,104.07097,30.65797
2018-10-02 08:07:59.0,104.07097,30.6581
2018-10-02 08:08:03.0,104.07095,30.65823
2018-10-02 08:08:05.0,104.07091,30.65839
2018-10-02 08:08:08.0,104.07081,30.65853
2018-10-02 08:08:11.0,104.07064,30.65861
2018-10-02 08:08:14.0,104.07044,30.65863
2018-10-02 08:08:18.0,104.07022,30.65863
2018-10-02 08:08:20.0,104.07013,30.65865
2018-10-02 08:08:23.0,104.07015,30.65864
2018-10-02 08:08:26.0,104.07017,30.65862
2018-10-02 08:08:29.0,104.07017,30.65862
2018-10-02 08:08:32.0,104.07017,30.65863
2018-10-02 08:08:35.0,104.07012,30.65861
2018-10-02 08:08:38.0,104.07005,30.6586
2018-10-02 08:08:41.0,104.06981,30.65857
2018-10-02 08:08:47.0,104.06951,30.65861
2018-10-02 08:08:50.0,104.06911,30.65864
2018-10-02 08:08:53.0,104.0691,30.65863
2018-10-02 08:08:56.0,104.0691,30.65864
2018-10-02 08:08:59.0,104.06909,30.65865
2018-10-02 08:09:02.0,104.06909,30.65864
