a050562d3219ba10b1fc30498b21b00a
2018-10-08 03:23:32.0,104.04213,30.6852
2018-10-08 03:23:35.0,104.04231,30.68499
2018-10-08 03:23:38.0,104.04251,30.68471
2018-10-08 03:23:41.0,104.04269,30.68445
2018-10-08 03:23:44.0,104.04293,30.68418
2018-10-08 03:23:47.0,104.04317,30.68389
2018-10-08 03:23:50.0,104.04339,30.68362
2018-10-08 03:23:53.0,104.04368,30.68322
2018-10-08 03:23:56.0,104.04392,30.68289
2018-10-08 03:23:59.0,104.04416,30.68259
2018-10-08 03:24:02.0,104.04435,30.68233
2018-10-08 03:24:05.0,104.0445,30.68213
2018-10-08 03:24:08.0,104.04463,30.68194
2018-10-08 03:24:11.0,104.04473,30.68183
2018-10-08 03:24:14.0,104.04487,30.68164
2018-10-08 03:24:17.0,104.04509,30.6814
2018-10-08 03:24:20.0,104.04537,30.68117
2018-10-08 03:24:23.0,104.04559,30.6809
2018-10-08 03:24:26.0,104.04579,30.68062
2018-10-08 03:24:29.0,104.046,30.68036
2018-10-08 03:24:32.0,104.04622,30.68012
2018-10-08 03:24:35.0,104.04644,30.67986
2018-10-08 03:24:38.0,104.04667,30.67963
2018-10-08 03:24:41.0,104.04692,30.67941
2018-10-08 03:24:45.0,104.0471,30.67921
2018-10-08 03:24:47.0,104.0473,30.67899
2018-10-08 03:24:50.0,104.04755,30.67877
2018-10-08 03:24:54.0,104.04784,30.67853
2018-10-08 03:24:57.0,104.04801,30.67839
2018-10-08 03:24:59.0,104.04815,30.67827
2018-10-08 03:25:02.0,104.04827,30.67816
2018-10-08 03:25:05.0,104.04833,30.67811
2018-10-08 03:25:08.0,104.0484,30.67807
2018-10-08 03:25:11.0,104.04842,30.67807
2018-10-08 03:25:14.0,104.04842,30.67807
2018-10-08 03:25:17.0,104.04843,30.67807
2018-10-08 03:25:20.0,104.04845,30.67807
2018-10-08 03:25:23.0,104.04845,30.67807
2018-10-08 03:25:26.0,104.04847,30.67804
2018-10-08 03:25:29.0,104.04853,30.67799
2018-10-08 03:25:32.0,104.04861,30.67794
2018-10-08 03:25:35.0,104.0487,30.67787
2018-10-08 03:25:38.0,104.04876,30.67781
2018-10-08 03:25:41.0,104.04898,30.67769
2018-10-08 03:25:44.0,104.0492,30.67757
2018-10-08 03:25:47.0,104.04942,30.67741
2018-10-08 03:25:50.0,104.04967,30.67725
2018-10-08 03:25:53.0,104.04999,30.67704
